日期,指数点位,成交额(万亿元)
2025-09-08,4467.5733,0.683630879769
2025-09-09,4436.2584,0.5628611039579999
2025-09-10,4445.3649,0.5355393494890001
2025-09-11,4548.0345,0.693156671398
2025-09-12,4521.998,0.6895760757
2025-09-15,4533.0557,0.6133146523999999
2025-09-16,4523.3367,0.613728334806
2025-09-17,4551.023,0.6084542005210001
2025-09-18,4498.109,0.839987127411
2025-09-19,4501.9195,0.6038870598170001
2025-09-22,4522.608,0.563149164266
2025-09-23,4519.7781,0.6805136307
2025-09-24,4566.0708,0.629161495484
2025-09-25,4593.4875,0.6698669866189999
2025-09-26,4550.0487,0.598723903174
2025-09-29,4620.0528,0.6933952312410001
2025-09-30,4640.6935,0.6646241018619999
2025-10-09,4709.482,0.862208005908
2025-10-10,4616.8341,0.7927430472510001
2025-10-13,4593.9785,0.714001634395
2025-10-14,4539.0644,0.808959003201
2025-10-15,4606.2879,0.6073263453259999
2025-10-16,4618.4218,0.560567191741
2025-10-17,4514.2345,0.559085965219
2025-10-20,4538.2201,0.505798833703
2025-10-21,4607.8715,0.551390253216
2025-10-22,4592.57,0.440935302747
2025-10-23,4606.3447,0.420800208776
